PipeID,Age,Diameter,Depth,Slope,Length,PipeType,NetworkTyp,Connection,PipeForm,Material,Rainfall,Geology,GroundWate,SoilType,Building,LandCover,RoadClass,TrafficVol,Population,Score,Class
"163226","5","200",-1.59,1.10,74.05,Stormwater,Main,Others,S,PVC,153.29,Geology_3,23.61,Soiltype_6,No,LandUse_10,RoadClass_4,0.00,96.33,"0",Very good
"163387","64","225",-1.21,-1.06,11.94,Combined,Main,Others,S,BET,145.26,Geology_1,21.50,Soiltype_6,No,LandUse_10,RoadClass_3,0.00,124.00,"0",Very good
"163388","64","225",-2.47,3.74,53.31,Combined,Main,MUF,S,BET,144.92,Geology_1,21.98,Soiltype_6,No,LandUse_10,RoadClass_2,0.00,124.00,"53",Very bad
"163389","64","225",-2.06,5.03,13.54,Combined,Main,MUF,S,BET,145.01,Geology_1,21.87,Soiltype_6,No,LandUse_10,RoadClass_3,0.00,124.00,"794",Very bad
"163422","5","200",-2.10,-0.10,23.29,Wastewater,Main,Others,S,PVC,153.00,Geology_1,22.87,Soiltype_5,No,LandUse_10,RoadClass_1,0.00,72.76,"0",Very good
"163423","5","315",-2.19,-0.11,84.34,Stormwater,Main,Others,S,PPP,153.02,Geology_1,22.96,Soiltype_5,No,LandUse_10,RoadClass_1,0.00,72.76,"0",Very good
"163436","5","315",-1.55,2.37,51.38,Stormwater,Main,Others,S,PPP,153.00,Geology_1,22.71,Soiltype_5,No,LandUse_10,RoadClass_1,0.00,72.76,"0",Very good
"163438","5","200",-1.19,2.93,86.70,Wastewater,Main,Others,S,PVC,153.01,Geology_1,22.68,Soiltype_5,No,LandUse_10,RoadClass_2,0.00,72.76,"0",Very good
"163662","5","315",-2.28,3.53,46.37,Stormwater,Main,Others,S,PPP,153.03,Geology_1,22.54,Soiltype_6,No,LandUse_10,RoadClass_2,0.00,72.76,"0",Very good
"163730","5","315",-2.02,-3.65,43.91,Stormwater,Main,Others,S,PPP,153.03,Geology_1,22.35,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,72.76,"0",Very good
"163886","5","315",-2.37,1.07,73.48,Stormwater,Main,Others,S,PVC,153.13,Geology_1,24.40,Soiltype_5,No,LandUse_10,RoadClass_1,0.00,213.16,"0",Very good
"163891","5","200",-2.02,0.69,84.92,Wastewater,Main,Others,S,PVC,153.13,Geology_1,24.35,Soiltype_5,No,LandUse_10,RoadClass_1,0.00,213.16,"0",Very good
"163917","4","200",-1.91,0.56,67.22,Wastewater,Main,Others,S,PVC,153.08,Geology_1,24.83,Soiltype_5,No,LandUse_10,RoadClass_1,0.00,194.71,"0",Very good
"163922","4","315",-2.05,0.84,66.12,Stormwater,Main,Others,S,PVC,153.11,Geology_1,24.60,Soiltype_5,No,LandUse_10,RoadClass_1,0.00,213.16,"0",Very good
"163925","4","200",-2.04,0.84,64.98,Wastewater,Others,Others,S,PVC,153.11,Geology_1,24.55,Soiltype_5,No,LandUse_10,RoadClass_1,0.00,213.16,"8",Good
"163957","36","200",-2.08,0.12,22.68,Stormwater,Main,Others,S,BET,148.42,Geology_4,6.38,Soiltype_7,No,LandUse_10,RoadClass_3,0.00,83.01,"380",Very bad
"164072","5","315",-2.04,0.36,47.70,Stormwater,Main,Others,S,PVC,153.14,Geology_1,24.61,Soiltype_5,No,LandUse_10,RoadClass_1,0.00,213.16,"0",Very good
"164073","5","200",-2.02,0.34,45.09,Wastewater,Main,Others,S,PVC,153.14,Geology_1,24.58,Soiltype_5,No,LandUse_10,RoadClass_1,0.00,213.16,"0",Very good
"164083","5","200",-1.86,1.04,48.12,Wastewater,Main,Others,S,PVC,153.14,Geology_1,24.83,Soiltype_5,No,LandUse_10,RoadClass_1,0.00,213.16,"0",Very good
"164084","5","315",-1.88,1.02,45.58,Stormwater,Main,Others,S,PVC,153.14,Geology_1,24.83,Soiltype_5,No,LandUse_10,RoadClass_1,0.00,213.16,"0",Very good
"164092","5","250",-1.61,-2.85,81.44,Stormwater,Main,Others,S,PVC,153.16,Geology_1,25.07,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,213.16,"0",Very good
"164093","5","200",-1.59,2.91,81.05,Wastewater,Main,Others,S,PVC,153.16,Geology_1,25.07,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,213.16,"0",Very good
"164105","5","200",-2.08,-0.22,63.33,Wastewater,Main,Others,S,PVC,153.03,Geology_1,23.03,Soiltype_5,No,LandUse_10,RoadClass_1,0.00,72.76,"0",Very good
"164141","5","200",-1.95,0.43,11.26,Wastewater,Others,Others,S,PVC,153.25,Geology_3,23.28,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,96.33,"0",Very good
